Advent of Code - Day 04
Opening file C:/Users/aforgiel/source/repos/AdventOfCode2023/AdventOfCodeDay04/input.txt => 0
Cards: 187
[001] id: 1, score: 0, numbers: 5 (1) 6 (2) 12 (1) 14 (1) 17 (1) 18 (2) 20 (2) 23 (1) 25 (1) 27 (2) 28 (1) 30 (2) 31 (1) 32 (1) 38 (2) 41 (1) 47 (1) 50 (1) 52 (1) 53 (1) 54 (1) 55 (2) 60 (1) 61 (1) 65 (2) 66 (1) 70 (2) 72 (2) 76 (1) 77 (1) 88 (1) 89 (1) 95 (1) 96 (1) 99 (1)
[069] id: 69, score: 64, numbers: 3 (1) 7 (1) 11 (1) 13 (3) 15 (3) 16 (1) 18 (2) 22 (3) 23 (1) 32 (2) 34 (1) 40 (1) 42 (1) 50 (1) 51 (3) 54 (1) 56 (1) 57 (1) 58 (3) 66 (1) 67 (1) 69 (3) 73 (1) 87 (1) 88 (2) 89 (1) 91 (3) 97 (1)
[070] id: 70, score: 1, numbers: 1 (1) 2 (2) 5 (3) 8 (1) 12 (1) 15 (2) 16 (1) 21 (1) 22 (1) 29 (1) 30 (1) 31 (2) 37 (1) 41 (1) 44 (1) 49 (2) 50 (2) 55 (1) 57 (1) 59 (1) 62 (1) 64 (2) 67 (2) 68 (1) 69 (1) 70 (1) 74 (2) 75 (1) 80 (1) 81 (1) 83 (1) 88 (1) 92 (2) 95 (1)
[071] id: 71, score: 16, numbers: 1 (3) 7 (1) 15 (1) 16 (1) 20 (1) 24 (3) 29 (1) 30 (1) 31 (1) 34 (2) 39 (1) 41 (2) 43 (3) 47 (1) 48 (1) 57 (1) 59 (1) 63 (2) 66 (2) 67 (1) 69 (1) 70 (1) 72 (1) 73 (2) 79 (3) 85 (1) 88 (1) 92 (3) 93 (1) 95 (1)
[072] id: 72, score: 2, numbers: 5 (1) 9 (1) 11 (1) 18 (2) 20 (1) 21 (1) 22 (1) 23 (1) 24 (1) 30 (3) 31 (3) 32 (1) 33 (1) 36 (2) 37 (1) 39 (2) 41 (1) 46 (1) 48 (2) 52 (1) 53 (2) 60 (1) 65 (2) 76 (1) 77 (2) 82 (1) 85 (1) 87 (1) 93 (1) 94 (1) 96 (1) 97 (1) 99 (2)
[073] id: 73, score: 1, numbers: 6 (2) 11 (1) 12 (2) 14 (1) 16 (1) 18 (1) 20 (1) 23 (1) 26 (1) 28 (2) 31 (1) 34 (1) 42 (1) 44 (1) 45 (1) 51 (2) 61 (2) 62 (1) 65 (1) 66 (1) 72 (2) 73 (2) 76 (2) 78 (1) 79 (3) 82 (1) 84 (1) 85 (1) 87 (1) 89 (1) 90 (1) 91 (1) 95 (1) 99 (2)
[074] id: 74, score: 1, numbers: 4 (1) 6 (2) 8 (1) 9 (1) 17 (1) 18 (3) 20 (1) 23 (2) 26 (1) 27 (1) 28 (1) 29 (1) 31 (1) 33 (2) 34 (1) 38 (1) 48 (2) 49 (1) 54 (2) 59 (1) 63 (2) 64 (1) 68 (1) 72 (1) 75 (1) 76 (1) 80 (1) 84 (1) 87 (2) 88 (1) 90 (1) 91 (2) 94 (2) 96 (1)
[075] id: 75, score: 2, numbers: 1 (1) 2 (1) 5 (2) 6 (1) 11 (1) 14 (1) 15 (1) 16 (2) 19 (1) 21 (1) 22 (2) 23 (1) 24 (1) 28 (1) 29 (1) 36 (2) 39 (1) 42 (1) 51 (1) 52 (2) 60 (1) 63 (1) 65 (1) 71 (2) 74 (2) 76 (1) 78 (3) 81 (1) 84 (3) 91 (1) 92 (1) 93 (2) 97 (1)
[076] id: 76, score: 0, numbers: 2 (2) 5 (1) 11 (1) 13 (2) 15 (1) 16 (1) 20 (1) 21 (2) 23 (2) 25 (1) 26 (1) 28 (2) 30 (2) 40 (1) 43 (1) 44 (1) 47 (1) 49 (1) 57 (2) 60 (1) 63 (2) 66 (1) 68 (2) 69 (1) 70 (1) 72 (1) 74 (1) 75 (1) 79 (1) 88 (1) 89 (1) 93 (1) 95 (2) 97 (1) 98 (1)
[077] id: 77, score: 0, numbers: 2 (2) 3 (1) 9 (1) 12 (1) 13 (1) 16 (1) 18 (1) 21 (2) 22 (2) 35 (2) 43 (1) 44 (2) 53 (1) 55 (1) 63 (2) 65 (1) 67 (1) 68 (1) 70 (2) 71 (1) 72 (1) 73 (1) 74 (1) 77 (2) 79 (1) 83 (1) 85 (1) 86 (1) 88 (1) 89 (1) 90 (2) 92 (1) 93 (1) 95 (2) 97 (1)
[078] id: 78, score: 512, numbers: 2 (3) 3 (3) 4 (1) 5 (3) 20 (3) 21 (1) 22 (1) 24 (3) 31 (1) 35 (3) 36 (3) 40 (3) 46 (1) 48 (1) 55 (1) 57 (1) 59 (3) 62 (1) 70 (3) 76 (1) 82 (1) 86 (1) 89 (1) 90 (1) 91 (1)
[079] id: 79, score: 512, numbers: 1 (1) 3 (3) 6 (3) 9 (3) 11 (1) 14 (1) 15 (3) 16 (3) 17 (1) 23 (1) 34 (3) 38 (1) 47 (1) 53 (3) 59 (1) 63 (3) 65 (1) 68 (1) 70 (1) 83 (1) 85 (1) 86 (3) 88 (3) 96 (1) 98 (1)
[080] id: 80, score: 512, numbers: 5 (3) 7 (1) 9 (3) 11 (1) 13 (1) 15 (3) 20 (1) 39 (3) 41 (1) 54 (3) 59 (3) 61 (1) 63 (3) 64 (1) 65 (1) 66 (1) 72 (1) 73 (1) 74 (1) 77 (1) 87 (3) 88 (1) 89 (3) 90 (3) 99 (1)
[081] id: 81, score: 128, numbers: 1 (1) 2 (1) 13 (1) 15 (3) 18 (1) 23 (3) 29 (3) 32 (1) 37 (1) 42 (1) 45 (1) 46 (1) 56 (1) 59 (1) 61 (3) 66 (1) 67 (2) 68 (3) 71 (3) 73 (2) 79 (1) 81 (3) 82 (1) 86 (1) 89 (1) 92 (3) 96 (1)
[082] id: 82, score: 512, numbers: 2 (1) 3 (3) 7 (1) 10 (1) 16 (1) 17 (3) 20 (3) 23 (3) 29 (1) 34 (3) 44 (1) 47 (1) 48 (1) 58 (3) 60 (1) 61 (1) 64 (1) 74 (1) 78 (3) 79 (1) 91 (1) 93 (3) 94 (3) 95 (3) 97 (1)
[083] id: 83, score: 256, numbers: 3 (1) 4 (1) 8 (3) 12 (3) 13 (3) 15 (1) 16 (1) 24 (3) 32 (1) 37 (2) 40 (1) 45 (3) 49 (3) 52 (1) 57 (3) 59 (1) 60 (3) 68 (1) 70 (1) 73 (1) 75 (1) 76 (1) 77 (1) 93 (1) 94 (3) 95 (1)
[084] id: 84, score: 1, numbers: 2 (1) 3 (2) 5 (1) 9 (1) 10 (1) 16 (1) 21 (2) 22 (1) 24 (1) 29 (2) 32 (2) 35 (2) 36 (1) 38 (1) 41 (1) 45 (2) 52 (1) 54 (1) 55 (1) 56 (1) 62 (1) 63 (1) 65 (3) 69 (2) 71 (1) 74 (1) 78 (1) 80 (1) 83 (1) 84 (1) 85 (1) 87 (1) 94 (2) 96 (2)
[085] id: 85, score: 64, numbers: 2 (1) 3 (3) 4 (1) 6 (1) 7 (2) 20 (1) 21 (1) 23 (2) 24 (3) 26 (1) 29 (3) 31 (1) 38 (1) 39 (1) 42 (1) 43 (2) 47 (3) 50 (1) 54 (1) 55 (1) 58 (1) 59 (3) 62 (1) 79 (1) 80 (1) 83 (3) 95 (1) 98 (3)
[086] id: 86, score: 2, numbers: 1 (1) 3 (2) 5 (1) 8 (3) 11 (1) 12 (1) 15 (1) 18 (1) 23 (2) 25 (1) 29 (1) 34 (1) 35 (1) 37 (2) 41 (1) 43 (1) 45 (1) 51 (1) 52 (1) 53 (1) 59 (2) 60 (2) 66 (1) 74 (1) 76 (1) 77 (1) 81 (2) 82 (3) 83 (1) 86 (2) 92 (1) 98 (1) 99 (2)
[087] id: 87, score: 128, numbers: 1 (3) 5 (3) 9 (1) 11 (3) 19 (3) 28 (1) 36 (3) 39 (1) 40 (1) 42 (1) 44 (1) 46 (1) 52 (3) 53 (1) 63 (1) 64 (1) 65 (1) 67 (2) 71 (1) 72 (2) 79 (1) 81 (3) 84 (1) 85 (1) 87 (3) 90 (1) 99 (1)
[088] id: 88, score: 1, numbers: 3 (1) 7 (1) 8 (1) 10 (1) 13 (2) 17 (2) 22 (1) 25 (1) 30 (1) 32 (1) 35 (2) 36 (1) 39 (1) 40 (1) 42 (1) 45 (2) 46 (1) 49 (2) 52 (1) 53 (1) 54 (1) 55 (1) 56 (1) 59 (2) 61 (1) 65 (3) 86 (1) 87 (1) 89 (1) 90 (2) 93 (2) 95 (1) 97 (2) 99 (1)
[089] id: 89, score: 1, numbers: 3 (1) 4 (2) 5 (1) 8 (1) 16 (3) 28 (1) 30 (2) 32 (1) 40 (1) 42 (1) 44 (2) 46 (1) 47 (2) 49 (1) 50 (1) 53 (1) 55 (2) 57 (1) 59 (2) 60 (1) 65 (1) 67 (1) 68 (1) 69 (2) 71 (1) 73 (1) 75 (1) 83 (1) 84 (1) 85 (1) 87 (2) 95 (1) 97 (2) 98 (1)
[090] id: 90, score: 16, numbers: 2 (1) 6 (1) 7 (3) 8 (2) 21 (3) 28 (2) 31 (1) 36 (3) 37 (1) 39 (1) 43 (2) 46 (1) 51 (1) 54 (1) 61 (3) 62 (1) 63 (2) 66 (1) 69 (1) 70 (1) 71 (1) 73 (1) 74 (1) 77 (1) 78 (1) 79 (2) 84 (1) 85 (3) 87 (1) 99 (1)
[091] id: 91, score: 0, numbers: 2 (2) 3 (2) 10 (1) 12 (1) 15 (2) 19 (1) 20 (1) 25 (2) 27 (2) 28 (2) 32 (1) 35 (1) 38 (1) 41 (1) 43 (1) 46 (1) 47 (1) 50 (2) 54 (1) 55 (1) 57 (1) 58 (1) 60 (1) 61 (2) 64 (1) 66 (1) 74 (2) 83 (1) 84 (1) 86 (1) 87 (1) 90 (1) 94 (2) 95 (1) 97 (1)
[092] id: 92, score: 1, numbers: 4 (2) 8 (2) 9 (1) 11 (1) 12 (1) 13 (1) 15 (1) 16 (1) 18 (1) 21 (1) 27 (1) 28 (1) 29 (2) 30 (2) 36 (1) 55 (1) 58 (1) 59 (2) 60 (1) 64 (1) 65 (2) 66 (3) 68 (1) 73 (1) 75 (2) 78 (1) 79 (2) 81 (2) 84 (1) 88 (1) 91 (1) 97 (1) 98 (1) 99 (1)
[093] id: 93, score: 1, numbers: 1 (2) 4 (1) 5 (1) 7 (2) 10 (1) 12 (1) 13 (1) 15 (3) 16 (1) 17 (2) 20 (1) 21 (1) 22 (2) 24 (1) 27 (2) 28 (1) 30 (2) 31 (1) 39 (1) 40 (1) 41 (2) 44 (1) 45 (2) 46 (2) 50 (1) 51 (1) 52 (1) 62 (1) 64 (1) 73 (1) 84 (1) 87 (1) 92 (1) 93 (1)
[094] id: 94, score: 1, numbers: 1 (1) 2 (1) 3 (1) 4 (1) 5 (1) 12 (1) 14 (1) 15 (2) 20 (1) 26 (1) 33 (1) 36 (2) 39 (2) 41 (1) 44 (1) 46 (2) 49 (1) 51 (1) 53 (1) 55 (1) 57 (1) 60 (1) 61 (1) 65 (2) 66 (1) 67 (1) 71 (2) 78 (1) 81 (2) 83 (3) 84 (2) 91 (1) 97 (1) 99 (2)
[095] id: 95, score: 0, numbers: 1 (1) 2 (1) 7 (2) 12 (1) 13 (1) 14 (1) 20 (2) 22 (1) 25 (2) 29 (2) 36 (2) 37 (1) 39 (1) 42 (1) 44 (2) 46 (1) 48 (1) 49 (1) 50 (1) 53 (1) 54 (1) 56 (1) 61 (1) 64 (1) 69 (1) 72 (2) 79 (1) 82 (1) 85 (1) 87 (1) 89 (2) 90 (1) 94 (1) 96 (2) 97 (2)
[096] id: 96, score: 512, numbers: 1 (3) 3 (1) 5 (3) 6 (1) 11 (1) 12 (1) 20 (1) 21 (1) 22 (3) 36 (1) 39 (1) 43 (1) 48 (3) 51 (3) 53 (1) 59 (1) 61 (1) 65 (3) 67 (3) 68 (3) 77 (1) 90 (3) 95 (3) 96 (1) 99 (1)
[097] id: 97, score: 64, numbers: 5 (1) 7 (1) 8 (3) 13 (1) 16 (2) 21 (3) 22 (1) 26 (1) 30 (1) 34 (3) 37 (1) 38 (1) 43 (1) 46 (1) 47 (1) 53 (2) 56 (3) 60 (1) 61 (3) 63 (1) 65 (1) 66 (3) 70 (1) 76 (3) 82 (2) 86 (1) 96 (1) 98 (1)
[098] id: 98, score: 4, numbers: 5 (1) 8 (1) 9 (2) 11 (2) 14 (1) 15 (2) 16 (1) 17 (2) 20 (2) 23 (1) 25 (1) 27 (1) 29 (1) 32 (1) 37 (1) 40 (1) 42 (1) 44 (1) 46 (3) 50 (2) 51 (1) 53 (1) 57 (1) 61 (1) 63 (1) 69 (3) 74 (1) 81 (1) 84 (1) 85 (1) 88 (3) 89 (2)
[099] id: 99, score: 1, numbers: 5 (1) 6 (1) 8 (1) 11 (2) 15 (1) 17 (1) 21 (2) 26 (1) 30 (1) 31 (2) 32 (1) 33 (2) 40 (1) 41 (1) 42 (1) 43 (3) 50 (2) 51 (1) 59 (1) 63 (1) 65 (2) 66 (1) 73 (2) 74 (1) 79 (1) 81 (1) 83 (1) 84 (1) 85 (1) 92 (2) 95 (1) 97 (1) 98 (2) 99 (1)
[100] id: 100, score: 0, numbers: 2 (2) 5 (1) 15 (1) 17 (2) 19 (1) 25 (1) 27 (1) 32 (2) 37 (1) 38 (1) 44 (1) 45 (1) 46 (1) 49 (1) 52 (1) 53 (1) 54 (2) 56 (1) 57 (2) 59 (1) 63 (1) 69 (2) 70 (1) 72 (2) 73 (2) 78 (2) 80 (1) 81 (1) 84 (1) 86 (1) 90 (1) 91 (1) 94 (1) 95 (2) 96 (1)
[101] id: 101, score: 64, numbers: 1 (3) 3 (3) 5 (1) 13 (3) 25 (1) 37 (2) 40 (1) 41 (1) 43 (3) 46 (1) 47 (1) 51 (1) 53 (3) 56 (1) 59 (2) 60 (2) 61 (1) 63 (1) 65 (1) 72 (1) 73 (1) 80 (1) 81 (1) 84 (3) 85 (3) 92 (1) 98 (1) 99 (1)
[102] id: 102, score: 2, numbers: 2 (2) 3 (2) 5 (1) 12 (1) 14 (3) 16 (1) 17 (1) 18 (2) 21 (1) 26 (1) 27 (1) 32 (1) 34 (1) 35 (1) 39 (1) 43 (3) 46 (1) 47 (1) 49 (1) 55 (1) 57 (1) 68 (1) 69 (1) 70 (1) 71 (2) 74 (2) 75 (1) 81 (1) 89 (1) 91 (1) 92 (2) 94 (2) 99 (2)
[103] id: 103, score: 64, numbers: 3 (1) 4 (3) 12 (1) 17 (1) 18 (1) 19 (1) 22 (1) 30 (2) 36 (3) 37 (1) 39 (1) 45 (1) 50 (1) 51 (3) 54 (1) 62 (1) 64 (2) 65 (3) 66 (3) 74 (1) 75 (3) 76 (1) 86 (3) 88 (1) 89 (1) 90 (1) 96 (1) 98 (2)
[104] id: 104, score: 32, numbers: 1 (3) 4 (1) 6 (1) 7 (2) 13 (1) 18 (1) 19 (1) 25 (3) 29 (1) 33 (3) 42 (1) 44 (1) 46 (1) 54 (1) 57 (1) 60 (2) 61 (1) 65 (1) 67 (1) 71 (3) 72 (1) 81 (3) 82 (1) 89 (1) 90 (2) 91 (2) 95 (1) 96 (1) 97 (3)
[105] id: 105, score: 8, numbers: 9 (1) 14 (2) 16 (3) 18 (3) 23 (1) 24 (1) 32 (1) 34 (1) 36 (3) 38 (1) 42 (1) 47 (1) 49 (1) 52 (1) 53 (1) 58 (1) 60 (1) 63 (2) 65 (2) 66 (1) 67 (2) 68 (3) 69 (1) 73 (1) 75 (1) 79 (2) 81 (1) 82 (1) 88 (1) 93 (1) 98 (2)
[106] id: 106, score: 1, numbers: 3 (1) 5 (1) 6 (1) 10 (1) 11 (1) 12 (2) 14 (1) 17 (2) 18 (1) 19 (1) 21 (1) 22 (1) 30 (1) 31 (2) 32 (1) 35 (1) 37 (2) 38 (2) 42 (2) 49 (1) 51 (1) 55 (3) 58 (1) 63 (2) 65 (1) 70 (1) 78 (1) 82 (1) 83 (2) 84 (1) 89 (1) 90 (1) 93 (2) 94 (1)
[107] id: 107, score: 16, numbers: 3 (1) 8 (1) 14 (1) 21 (3) 26 (1) 30 (1) 35 (1) 37 (3) 39 (3) 40 (1) 48 (3) 54 (2) 56 (1) 57 (1) 59 (1) 62 (1) 63 (1) 64 (1) 66 (1) 68 (3) 73 (1) 82 (1) 83 (1) 86 (1) 87 (2) 90 (2) 93 (1) 94 (2) 97 (1) 99 (2)
[108] id: 108, score: 1, numbers: 1 (1) 2 (1) 3 (1) 4 (2) 5 (1) 6 (1) 7 (1) 9 (1) 10 (2) 14 (1) 18 (1) 25 (1) 26 (1) 28 (1) 31 (1) 32 (2) 33 (1) 37 (1) 38 (2) 39 (2) 43 (1) 47 (2) 50 (1) 56 (2) 60 (1) 61 (1) 68 (1) 71 (1) 72 (3) 73 (1) 85 (2) 88 (2) 96 (1) 97 (1)
[109] id: 109, score: 1, numbers: 4 (1) 5 (1) 10 (1) 17 (1) 18 (1) 19 (1) 20 (2) 21 (1) 22 (3) 23 (1) 27 (1) 30 (2) 31 (2) 33 (1) 40 (1) 43 (1) 46 (1) 47 (1) 48 (1) 50 (2) 60 (2) 61 (2) 67 (1) 74 (1) 76 (1) 79 (2) 80 (1) 83 (1) 86 (1) 88 (1) 93 (1) 95 (2) 96 (2) 99 (1)
[110] id: 110, score: 0, numbers: 1 (1) 2 (1) 3 (1) 4 (1) 10 (1) 12 (1) 13 (2) 16 (2) 19 (2) 22 (1) 25 (2) 33 (2) 36 (1) 42 (1) 44 (1) 45 (1) 46 (1) 47 (1) 48 (2) 52 (2) 55 (2) 57 (1) 59 (1) 64 (1) 69 (2) 72 (1) 75 (1) 76 (1) 79 (1) 81 (1) 86 (1) 93 (2) 94 (1) 95 (1) 99 (1)
[111] id: 111, score: 1, numbers: 1 (1) 9 (1) 12 (2) 15 (1) 20 (1) 21 (1) 23 (1) 24 (1) 26 (1) 28 (1) 37 (1) 39 (2) 42 (1) 45 (1) 48 (2) 49 (2) 52 (1) 55 (2) 56 (1) 61 (1) 62 (1) 63 (1) 65 (2) 69 (1) 72 (1) 74 (2) 75 (2) 76 (1) 79 (1) 87 (1) 91 (1) 92 (2) 94 (1) 99 (3)
[112] id: 112, score: 0, numbers: 5 (1) 7 (2) 12 (1) 13 (1) 14 (1) 20 (2) 23 (1) 26 (2) 28 (1) 29 (1) 33 (2) 36 (1) 46 (2) 47 (1) 48 (1) 49 (1) 52 (1) 54 (1) 58 (2) 61 (2) 63 (1) 64 (1) 70 (1) 72 (1) 76 (1) 77 (1) 78 (2) 80 (1) 81 (1) 82 (1) 87 (1) 91 (2) 94 (2) 96 (1) 98 (1)
[113] id: 113, score: 8, numbers: 3 (1) 5 (1) 10 (1) 12 (1) 17 (2) 18 (2) 21 (1) 22 (2) 25 (1) 27 (1) 31 (3) 33 (1) 34 (1) 41 (1) 44 (1) 45 (1) 46 (1) 53 (2) 55 (1) 60 (3) 63 (1) 68 (1) 70 (1) 72 (1) 80 (3) 83 (1) 84 (1) 86 (1) 88 (2) 96 (3) 97 (2)
[114] id: 114, score: 128, numbers: 2 (1) 13 (1) 17 (1) 20 (1) 23 (2) 25 (1) 26 (1) 29 (1) 38 (1) 44 (1) 48 (3) 50 (2) 52 (1) 53 (3) 54 (3) 59 (1) 60 (1) 64 (3) 66 (1) 67 (3) 68 (3) 70 (1) 80 (1) 81 (3) 86 (3) 90 (1) 95 (1)
[115] id: 115, score: 64, numbers: 12 (1) 13 (1) 14 (1) 15 (1) 17 (2) 19 (3) 25 (1) 29 (3) 32 (2) 40 (1) 41 (1) 42 (1) 45 (1) 48 (1) 51 (1) 52 (1) 57 (3) 58 (1) 68 (1) 70 (2) 73 (1) 80 (1) 81 (1) 85 (3) 88 (3) 91 (1) 92 (3) 95 (3)
[116] id: 116, score: 512, numbers: 4 (1) 10 (3) 11 (1) 13 (3) 15 (1) 17 (3) 18 (3) 22 (1) 27 (3) 29 (1) 31 (3) 32 (3) 37 (1) 43 (1) 56 (3) 58 (1) 63 (3) 64 (3) 68 (1) 70 (1) 73 (1) 75 (1) 81 (1) 86 (1) 94 (1)
[117] id: 117, score: 8, numbers: 1 (2) 3 (1) 11 (3) 15 (1) 16 (1) 20 (2) 21 (1) 22 (1) 26 (2) 32 (1) 34 (2) 38 (1) 43 (1) 44 (1) 51 (1) 55 (1) 58 (3) 60 (1) 62 (2) 63 (1) 67 (1) 72 (1) 87 (1) 90 (1) 92 (3) 94 (1) 95 (1) 96 (3) 97 (1) 98 (2) 99 (1)
[118] id: 118, score: 4, numbers: 1 (1) 2 (1) 3 (1) 4 (1) 5 (2) 10 (1) 11 (2) 17 (2) 19 (1) 24 (2) 27 (1) 28 (1) 35 (1) 36 (2) 37 (3) 39 (1) 42 (1) 47 (1) 49 (3) 52 (2) 53 (3) 58 (1) 60 (1) 66 (1) 75 (1) 79 (1) 80 (1) 86 (1) 88 (1) 94 (1) 96 (2) 99 (1)
[119] id: 119, score: 2, numbers: 1 (1) 2 (2) 11 (1) 12 (1) 13 (1) 14 (1) 29 (1) 30 (1) 33 (2) 34 (1) 35 (3) 36 (1) 39 (2) 40 (1) 42 (1) 45 (1) 46 (1) 49 (1) 51 (2) 53 (1) 57 (2) 59 (1) 62 (1) 63 (2) 69 (1) 70 (3) 71 (1) 75 (1) 79 (2) 82 (1) 85 (1) 88 (2) 96 (1)
[120] id: 120, score: 512, numbers: 5 (1) 7 (3) 11 (1) 12 (1) 15 (1) 18 (1) 19 (3) 21 (1) 26 (3) 28 (3) 29 (1) 30 (1) 31 (1) 35 (3) 42 (1) 48 (1) 55 (3) 56 (3) 58 (1) 60 (3) 63 (1) 79 (3) 84 (3) 89 (1) 90 (1)
[121] id: 121, score: 64, numbers: 6 (1) 10 (1) 12 (2) 14 (3) 18 (1) 35 (1) 39 (1) 40 (2) 44 (1) 46 (3) 47 (1) 49 (3) 53 (1) 55 (1) 59 (3) 65 (1) 66 (3) 68 (1) 71 (1) 78 (1) 81 (2) 86 (1) 87 (1) 89 (1) 92 (1) 93 (3) 95 (1) 97 (3)
[122] id: 122, score: 1, numbers: 4 (1) 5 (1) 10 (2) 16 (1) 19 (2) 21 (1) 25 (1) 28 (1) 29 (1) 30 (2) 31 (2) 34 (1) 35 (1) 36 (1) 46 (2) 49 (1) 54 (1) 58 (1) 59 (1) 61 (1) 62 (1) 68 (3) 76 (2) 78 (1) 80 (1) 85 (2) 87 (2) 89 (1) 91 (1) 93 (2) 94 (1) 96 (1) 97 (1) 98 (1)
[123] id: 123, score: 32, numbers: 1 (1) 5 (1) 6 (1) 8 (3) 18 (1) 19 (2) 22 (1) 25 (3) 27 (1) 28 (3) 32 (1) 45 (1) 46 (1) 47 (1) 51 (1) 57 (3) 62 (1) 63 (1) 66 (2) 68 (1) 69 (2) 73 (1) 77 (1) 79 (3) 81 (1) 85 (1) 90 (2) 93 (1) 99 (3)
[124] id: 124, score: 8, numbers: 7 (1) 9 (1) 13 (2) 14 (1) 20 (3) 24 (2) 25 (1) 30 (1) 33 (2) 34 (2) 38 (1) 40 (1) 41 (2) 42 (1) 45 (3) 47 (2) 48 (1) 50 (1) 51 (1) 59 (1) 61 (1) 64 (3) 65 (1) 70 (1) 71 (1) 72 (1) 78 (3) 79 (1) 89 (1) 90 (1) 99 (1)
[125] id: 125, score: 0, numbers: 2 (1) 4 (1) 5 (1) 6 (2) 7 (1) 17 (2) 18 (2) 19 (1) 21 (1) 22 (1) 23 (1) 24 (1) 27 (2) 32 (2) 33 (1) 37 (2) 39 (1) 44 (1) 48 (1) 51 (1) 53 (1) 59 (1) 61 (2) 62 (1) 69 (1) 70 (1) 71 (1) 73 (1) 75 (1) 83 (1) 84 (1) 88 (2) 92 (1) 95 (2) 98 (2)
[126] id: 126, score: 8, numbers: 1 (1) 7 (1) 9 (2) 10 (1) 12 (1) 13 (1) 19 (1) 20 (1) 22 (2) 24 (1) 25 (1) 29 (1) 42 (1) 44 (2) 46 (1) 49 (1) 51 (2) 54 (1) 61 (3) 64 (2) 65 (1) 68 (3) 72 (1) 73 (3) 74 (1) 78 (1) 80 (1) 83 (1) 86 (2) 90 (1) 99 (3)
[127] id: 127, score: 4, numbers: 1 (2) 10 (1) 12 (1) 15 (1) 21 (2) 31 (1) 35 (1) 37 (1) 41 (1) 44 (3) 46 (2) 47 (1) 48 (1) 49 (3) 51 (1) 52 (1) 53 (1) 55 (3) 58 (2) 59 (1) 63 (1) 65 (1) 72 (1) 73 (1) 76 (2) 78 (1) 85 (1) 88 (1) 89 (1) 90 (1) 92 (2) 95 (2)
[128] id: 128, score: 1, numbers: 1 (2) 6 (1) 7 (1) 9 (1) 11 (2) 12 (1) 24 (1) 30 (1) 34 (2) 35 (1) 39 (1) 40 (1) 41 (1) 49 (1) 51 (2) 52 (1) 57 (2) 58 (1) 59 (1) 60 (2) 61 (1) 63 (2) 67 (1) 69 (2) 72 (1) 77 (1) 79 (1) 85 (3) 86 (1) 89 (1) 90 (1) 93 (2) 95 (1) 96 (1)
[129] id: 129, score: 1, numbers: 2 (2) 4 (1) 8 (2) 10 (1) 13 (2) 17 (3) 25 (1) 29 (1) 30 (1) 33 (1) 34 (1) 35 (1) 40 (1) 45 (1) 54 (2) 55 (1) 56 (1) 59 (1) 60 (1) 62 (1) 63 (2) 65 (1) 67 (1) 80 (1) 83 (2) 84 (1) 86 (1) 87 (2) 88 (2) 91 (1) 92 (1) 96 (1) 97 (1) 99 (2)
[130] id: 130, score: 0, numbers: 1 (2) 2 (1) 3 (2) 8 (1) 14 (1) 16 (2) 19 (1) 22 (1) 24 (1) 25 (1) 26 (1) 27 (2) 28 (2) 31 (2) 33 (1) 34 (2) 39 (1) 44 (1) 49 (1) 50 (1) 53 (2) 60 (1) 63 (1) 64 (2) 65 (1) 69 (1) 70 (2) 75 (1) 77 (1) 78 (1) 80 (1) 86 (1) 89 (1) 91 (1) 94 (1)
[131] id: 131, score: 512, numbers: 3 (1) 4 (1) 7 (3) 12 (1) 13 (1) 18 (1) 28 (1) 30 (1) 38 (3) 43 (1) 44 (3) 47 (1) 50 (3) 51 (1) 61 (3) 67 (3) 69 (3) 70 (1) 71 (1) 72 (3) 77 (1) 83 (1) 88 (1) 91 (3) 94 (3)
[132] id: 132, score: 0, numbers: 1 (2) 3 (1) 4 (1) 8 (1) 15 (1) 17 (1) 18 (1) 22 (1) 23 (1) 26 (1) 27 (1) 34 (1) 36 (1) 38 (1) 39 (1) 46 (2) 47 (1) 48 (2) 52 (1) 57 (1) 59 (2) 65 (2) 66 (1) 68 (1) 71 (2) 72 (2) 75 (2) 77 (1) 81 (2) 82 (1) 84 (1) 87 (1) 91 (1) 93 (2) 98 (1)
[133] id: 133, score: 512, numbers: 1 (1) 2 (3) 14 (3) 22 (3) 27 (1) 32 (1) 33 (1) 34 (3) 36 (1) 37 (1) 38 (3) 39 (1) 41 (1) 46 (3) 51 (3) 60 (3) 61 (3) 72 (1) 73 (3) 74 (1) 80 (1) 87 (1) 88 (1) 89 (1) 92 (1)
[134] id: 134, score: 256, numbers: 1 (1) 4 (1) 5 (1) 10 (3) 13 (3) 17 (3) 20 (1) 21 (3) 23 (1) 25 (1) 41 (3) 48 (1) 49 (1) 50 (1) 52 (3) 57 (1) 62 (3) 67 (3) 69 (1) 72 (1) 74 (3) 84 (1) 86 (1) 88 (2) 97 (1) 98 (1)
[135] id: 135, score: 512, numbers: 1 (1) 3 (1) 5 (1) 10 (3) 11 (3) 13 (3) 30 (1) 35 (1) 38 (1) 39 (1) 41 (3) 42 (3) 48 (3) 49 (1) 54 (3) 57 (1) 60 (3) 64 (3) 65 (1) 67 (1) 76 (1) 80 (1) 83 (3) 84 (1) 89 (1)
